"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water","ddt0(epsilon)","ddt0(k)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","epsilon","k","nut","p","p_rgh","total(p)"
0.014181,-0.0068451,0.99988,-0.61875,0.14551,0.043337,-0.14551,-0.3686,-0.00042943,0.5,0.00011455,7.9499e-05,-0.56557,-0.83252,-0.056889,-0.00056142,-0.00021695,-0.00011849,0.0097493,0.0103,0.00098343,25.756,224.16,64.989
0.015057,-0.0061398,0.99987,-0.58968,0.13867,0.04286,-0.15007,-0.37676,-8.2033e-05,0.5,7.6553e-06,2.5622e-05,-0.54977,-0.87433,-0.053708,-0.00050707,-0.00026113,-0.00011711,0.011576,0.010793,0.00091139,26.114,221.97,67.198
0.017503,-0.005485,0.99983,-0.5606,0.13183,0.042375,-0.15498,-0.38498,0.00044233,0.5,-6.3467e-05,-7.8588e-06,-0.5073,-0.92106,-0.05227,-0.00039538,-0.00032477,-0.00011702,0.0139,0.011251,0.00082728,25.927,219.9,68.966
0.021306,-0.0051359,0.99976,-0.53151,0.12499,0.041764,-0.16012,-0.39202,0.0012534,0.5,-7.6732e-05,-1.8681e-05,-0.48191,-0.99296,-0.05595,-0.00029657,-0.00039166,-0.00012013,0.016505,0.011457,0.00072459,25.291,218.29,70.117
0.0093601,-0.0064951,0.99994,-1.1289,0.3212,0.049406,-0.085225,-0.28703,-0.0013022,0.5,3.4644e-05,7.087e-05,-0.1508,-0.32575,0.05493,-0.00011391,-9.8338e-05,0.00011912,0.0022241,0.0028653,0.00043073,28.301,252.47,50.72
-0.0046676,-0.0025557,0.99999,-1.154,0.32836,0.049303,0,0,0,0.5,1.8528e-05,1.0342e-05,0,0,0,0,0,0,0.0026921,0.0019619,1.5097e-05,27.565,253.66,27.565
0.014894,-0.0086213,0.99985,-1.1002,0.31305,0.048647,-0.08715,-0.29099,-0.0012324,0.5,8.4707e-05,0.00017906,-0.19873,-0.32373,0.058858,-0.00020136,-4.877e-05,0.00012416,0.0019598,0.0045033,0.00093424,28.374,251.09,51.443
0.0036922,-0.0059428,0.99998,-1.0714,0.30486,0.048413,-0.090303,-0.29002,-0.0012654,0.5,0.00013356,0.00023207,-0.23827,-0.36542,0.061655,-0.00025153,-4.7021e-05,0.00012671,0.002425,0.0058067,0.0012522,26.152,249.88,49.227
-0.0011663,-0.0051833,0.99999,-1.0426,0.29666,0.048342,-0.093843,-0.28939,-0.0013363,0.5,0.00014634,0.00022561,-0.22891,-0.40989,0.058111,-0.00020843,-4.6183e-05,0.0001169,0.0029043,0.0068011,0.0014344,22.422,248.27,45.584
0.002988,-0.0059454,0.99998,-1.0278,0.29247,0.048354,-0.09659,-0.28942,-0.0013087,0.5,0.00013823,0.0002061,-0.23687,-0.48325,0.049129,-0.00017782,-5.8864e-05,0.00010238,0.00311,0.0071672,0.0014878,20.423,247.61,43.732
0.01175,-0.0092936,0.99989,-0.75558,0.21238,0.045695,-0.13196,-0.32839,-0.0013183,0.5,2.9998e-05,2.4379e-05,-0.56492,-0.69266,-0.036416,-0.00060992,-9.7647e-05,-6.9686e-05,0.0055053,0.0090305,0.0013342,18.457,233.29,49.78
0.013226,-0.0099952,0.99986,-0.72623,0.20662,0.04523,-0.1378,-0.33394,-0.0012582,0.5,0.00011138,9.2213e-05,-0.54,-0.65504,-0.043497,-0.00057626,-0.00010148,-8.5162e-05,0.0058856,0.0090862,0.0012639,20.444,231.55,53.074
0.011608,-0.0092229,0.99989,-0.75402,0.21453,0.045697,-0.13286,-0.32812,-0.0013115,0.5,3.2586e-05,2.7089e-05,-0.56601,-0.68725,-0.036733,-0.00061171,-9.6231e-05,-7.045e-05,0.0055171,0.0090347,0.0013327,18.465,233.3,49.799
0.012891,-0.0091127,0.99988,-0.69751,0.19845,0.044776,-0.14313,-0.34042,-0.0011578,0.5,0.0001892,0.00015798,-0.53036,-0.64309,-0.052446,-0.00055862,-0.00010193,-0.00010336,0.0064295,0.0092261,0.0011934,22.221,229.92,56.312
0.012816,-0.0083958,0.99988,-0.6688,0.19028,0.044344,-0.1484,-0.3475,-0.00099567,0.5,0.00022083,0.00018754,-0.53839,-0.65481,-0.060766,-0.00056298,-0.0001099,-0.00012089,0.0072155,0.0094947,0.0011269,23.662,228.3,59.347
0.013468,-0.0080106,0.99988,-0.64008,0.1821,0.043905,-0.15345,-0.3551,-0.00079702,0.5,0.00017583,0.00015906,-0.55365,-0.68856,-0.067933,-0.00056959,-0.00013081,-0.00013711,0.0082936,0.0098846,0.0010634,24.818,226.57,62.21
0.014668,-0.0077409,0.99986,-0.61136,0.17393,0.043439,-0.15815,-0.36332,-0.00046392,0.5,7.3435e-05,8.8551e-05,-0.5616,-0.73358,-0.069633,-0.00056001,-0.00016969,-0.00014378,0.0096985,0.010352,0.00099854,25.696,224.61,64.921
0.015739,-0.0072011,0.99985,-0.58264,0.16575,0.042933,-0.16316,-0.37203,-0.00013098,0.5,-2.8757e-05,2.0841e-05,-0.54931,-0.77297,-0.066248,-0.00051926,-0.00022235,-0.00014152,0.011515,0.010859,0.00092724,26.121,222.29,67.341
0.018369,-0.0067707,0.99981,-0.5539,0.15758,0.042414,-0.1687,-0.38094,0.00037846,0.5,-8.5731e-05,-1.8035e-05,-0.5149,-0.8202,-0.066902,-0.00042953,-0.00029754,-0.00014644,0.013879,0.011349,0.00084312,25.938,219.99,69.307
0.02223,-0.0067731,0.99973,-0.52516,0.1494,0.041764,-0.17479,-0.38891,0.0010937,0.5,-8.8939e-05,-3.1907e-05,-0.49877,-0.90285,-0.074276,-0.00034102,-0.00036894,-0.00015807,0.016625,0.011621,0.00074033,25.259,218.18,70.696
0.0088374,-0.006199,0.99994,-1.1129,0.37304,0.049599,-0.096224,-0.27848,-0.001032,0.5,4.2877e-05,7.737e-05,-0.18295,-0.35456,0.048656,-0.00011897,-6.2063e-05,0.00010753,0.0021664,0.0028124,0.00042559,28.28,253.45,49.999
-0.004915,-0.0016974,0.99999,-1.1377,0.38134,0.049487,0,0,0,0.5,3.1874e-05,1.6661e-05,0,0,0,0,0,0,0.0026197,0.0019252,1.4949e-05,27.579,254.6,27.579
0.014069,-0.0085806,0.99986,-1.0847,0.36356,0.048854,-0.098249,-0.2824,-0.0010298,0.5,7.9299e-05,0.00017054,-0.21227,-0.36103,0.052969,-0.00016765,-2.6168e-05,0.00011089,0.0019109,0.0044246,0.00092503,28.216,252.15,50.573
0.0026428,-0.0053306,0.99998,-1.0563,0.35405,0.048639,-0.10153,-0.28144,-0.0010795,0.5,0.00011497,0.00020144,-0.24943,-0.43851,0.058182,-0.0001955,-6.9951e-05,0.00011779,0.0023676,0.005718,0.0012437,25.676,250.94,48.069
-0.0022225,-0.0043948,0.99999,-1.0279,0.34453,0.048607,-0.10502,-0.281,-0.0011645,0.5,0.00012746,0.00019287,-0.24738,-0.52165,0.053408,-0.00014007,-0.00010059,0.00010811,0.0028453,0.0067187,0.0014287,21.538,249.42,44.061
0.0021818,-0.0053332,0.99998,-1.0221,0.34258,0.04862,-0.10602,-0.28103,-0.0011572,0.5,0.00012701,0.00018862,-0.25448,-0.55342,0.049477,-0.00012867,-0.00010273,0.00010194,0.0029282,0.0068678,0.0014508,20.693,249.18,43.281
0.013818,-0.010915,0.99984,-0.71601,0.23997,0.045442,-0.14894,-0.32694,-0.0012345,0.5,8.859e-05,8.9763e-05,-0.53667,-0.5305,-0.04389,-0.00061725,-6.805e-05,-8.7161e-05,0.0058686,0.0091231,0.0012778,19.722,232.44,51.993
0.01192,-0.0098799,0.99988,-0.73092,0.24497,0.045715,-0.14615,-0.32367,-0.0012544,0.5,5.1739e-05,5.2924e-05,-0.55665,-0.55299,-0.040311,-0.00064177,-6.782e-05,-7.9445e-05,0.0056651,0.0090886,0.0013146,18.564,233.52,50.078
0.013499,-0.010099,0.99986,-0.68769,0.23048,0.044951,-0.1546,-0.33354,-0.0011536,0.5,0.00013801,0.00014299,-0.51045,-0.5052,-0.054347,-0.00057824,-6.6528e-05,-0.00010887,0.006403,0.0092602,0.0012072,21.743,230.65,55.528
0.013205,-0.0092692,0.99987,-0.65939,0.22099,0.04449,-0.1603,-0.3408,-0.0010127,0.5,0.00013971,0.00014968,-0.51103,-0.51836,-0.066484,-0.00056428,-7.0487e-05,-0.00013307,0.0071676,0.0095211,0.0011407,23.369,228.94,58.82
0.013755,-0.0088832,0.99987,-0.63107,0.2115,0.04403,-0.16586,-0.34867,-0.00083714,0.5,8.3764e-05,0.00010749,-0.53055,-0.55798,-0.074956,-0.00057106,-8.658e-05,-0.00015087,0.0082241,0.0099079,0.0010774,24.654,227.12,61.904
0.015014,-0.0087389,0.99985,-0.60276,0.20201,0.043543,-0.17108,-0.35726,-0.00053913,0.5,-3.2649e-06,5.1868e-05,-0.54678,-0.60874,-0.077635,-0.00056954,-0.00012111,-0.00016,0.009611,0.010383,0.0010135,25.626,225.09,64.822
0.016263,-0.0083936,0.99983,-0.57445,0.19251,0.043011,-0.1766,-0.36643,-0.0002255,0.5,-8.0135e-05,2.009e-06,-0.54057,-0.65061,-0.076904,-0.00053879,-0.00017301,-0.0001635,0.011398,0.010899,0.0009434,26.126,222.64,67.45
0.018954,-0.0082571,0.99979,-0.54613,0.18302,0.042459,-0.18281,-0.37591,0.00026853,0.5,-0.00011818,-3.0967e-05,-0.51235,-0.70386,-0.082737,-0.000455,-0.0002477,-0.00018024,0.013753,0.011406,0.00085955,25.959,220.14,69.609
0.022791,-0.0086406,0.9997,-0.51779,0.17352,0.041779,-0.18988,-0.38461,0.00086436,0.5,-0.00010705,-4.2033e-05,-0.49457,-0.79123,-0.088171,-0.00035349,-0.00032757,-0.00018602,0.016613,0.011726,0.00075497,25.239,218.12,71.205
0.0081481,-0.006048,0.99995,-1.0945,0.42406,0.049753,-0.10726,-0.2704,-0.00089985,0.5,4.1339e-05,7.0468e-05,-0.22718,-0.40289,0.04738,-0.00014254,-8.6777e-05,0.00010638,0.0021209,0.0027748,0.00042318,28.24,254.25,49.418
-0.0052142,-0.00081143,0.99999,-1.1189,0.43348,0.049628,0,0,0,0.5,3.5573e-05,1.8055e-05,0,0,0,0,0,0,0.0025627,0.0018967,1.4839e-05,27.577,255.34,27.577
0.013071,-0.0086545,0.99988,-1.0667,0.41328,0.04903,-0.10906,-0.27424,-0.00094566,0.5,6.3933e-05,0.00013999,-0.23552,-0.42385,0.050465,-0.00014579,-6.4408e-05,0.00010485,0.0018703,0.0043648,0.00091978,28.031,253.03,49.816
0.00074942,-0.004569,0.99999,-1.0388,0.40246,0.04884,-0.11214,-0.27326,-0.00099399,0.5,8.5977e-05,0.00014951,-0.26107,-0.50899,0.055799,-0.00013684,-0.00010907,0.00011274,0.0023176,0.0056432,0.0012374,25.199,251.87,47.028
0.0020841,-0.0052881,0.99998,-1.0122,0.39216,0.048853,-0.11543,-0.27284,-0.001056,0.5,9.4673e-05,0.00013713,-0.28238,-0.60583,0.052304,-0.00010085,-0.00012579,0.00010796,0.0027703,0.0065983,0.0014152,20.913,250.54,42.884
0.0033409,-0.0054406,0.99998,-1.0149,0.38058,0.048797,-0.11312,-0.27474,-0.0010834,0.5,0.00010271,0.00014969,-0.27493,-0.59024,0.052402,-0.00010855,-0.00012054,0.00010777,0.0028056,0.0066645,0.0014256,20.866,250.24,42.968
0.01457,-0.012068,0.99982,-0.70417,0.27279,0.04566,-0.1602,-0.31947,-0.0012183,0.5,8.866e-05,7.8872e-05,-0.51329,-0.37497,-0.044486,-0.00066062,-2.5314e-05,-8.9548e-05,0.0058455,0.0091495,0.0012902,18.929,233.36,50.864
0.011535,-0.010033,0.99988,-0.70776,0.27418,0.045731,-0.15949,-0.31865,-0.0012217,0.5,8.0147e-05,7.0229e-05,-0.51857,-0.38081,-0.043427,-0.00066644,-2.5837e-05,-8.7341e-05,0.0057944,0.0091387,0.001299,18.627,233.65,50.364
0.013844,-0.010827,0.99985,-0.67633,0.262,0.045128,-0.16616,-0.32618,-0.0011586,0.5,0.00011681,0.00010739,-0.48057,-0.34642,-0.056712,-0.00061441,-2.1793e-05,-0.00011506,0.0063748,0.0092849,0.0012189,21.219,231.38,54.716
0.013542,-0.010238,0.99986,-0.64849,0.25121,0.044638,-0.17232,-0.33352,-0.0010447,0.5,9.7917e-05,8.987e-05,-0.47579,-0.35641,-0.070066,-0.00059182,-2.3087e-05,-0.00014117,0.0071166,0.0095292,0.0011507,23.047,229.57,58.269
0.013954,-0.0098174,0.99985,-0.62065,0.24042,0.044156,-0.17842,-0.34156,-0.00088746,0.5,3.6028e-05,4.2138e-05,-0.49461,-0.39311,-0.079358,-0.00059747,-3.5219e-05,-0.00016028,0.0081459,0.0099018,0.0010863,24.473,227.68,61.576
0.015219,-0.0097877,0.99984,-0.59281,0.22964,0.04365,-0.18423,-0.35042,-0.00062909,0.5,-4.3855e-05,-2.3365e-06,-0.51247,-0.44276,-0.085141,-0.00059548,-6.34e-05,-0.00017597,0.009506,0.010373,0.0010226,25.545,225.57,64.695
0.016594,-0.009661,0.99982,-0.56496,0.21885,0.043095,-0.19031,-0.35995,-0.00034803,0.5,-0.00010729,-3.5148e-05,-0.50965,-0.49356,-0.085933,-0.00055869,-0.00011406,-0.00018193,0.011252,0.01089,0.00095379,26.127,223.03,67.526
0.019271,-0.0098191,0.99977,-0.53711,0.20805,0.042514,-0.1972,-0.36989,9.5102e-05,0.5,-0.0001326,-5.6182e-05,-0.49146,-0.55674,-0.089119,-0.00047903,-0.00017921,-0.00019262,0.013552,0.011413,0.00087289,25.991,220.34,69.876
0.023126,-0.010533,0.99968,-0.50924,0.19725,0.041808,-0.20518,-0.3791,0.00062306,0.5,-0.00011242,-5.381e-05,-0.47925,-0.63753,-0.09296,-0.00039064,-0.00026046,-0.0001954,0.016433,0.011775,0.00076981,25.238,218.13,71.654
0.0073763,-0.0062551,0.99995,-1.0737,0.4741,0.049899,-0.11788,-0.26262,-0.00093419,0.5,2.7064e-05,4.5677e-05,-0.28219,-0.45984,0.05031,-0.00019948,-0.0001652,0.00011413,0.0020836,0.002744,0.00042153,28.18,255.01,48.918
-0.0056577,-0.00040979,0.99998,-1.0976,0.48465,0.049763,0,0,0,0.5,2.2629e-05,1.1121e-05,0,0,0,0,0,0,0.0025189,0.0018753,1.4763e-05,27.558,256.05,27.558
0.012019,-0.0088952,0.99989,-1.0464,0.46206,0.049197,-0.11944,-0.26625,-0.00093578,0.5,4.2241e-05,9.0731e-05,-0.28305,-0.4906,0.054071,-0.00018087,-0.00014393,0.00011266,0.0018336,0.004312,0.00091563,27.814,253.84,49.111
-0.0001577,-0.0040132,0.99999,-1.019,0.44997,0.049034,-0.12246,-0.26507,-0.00096778,0.5,5.4646e-05,9.1157e-05,-0.30869,-0.56307,0.055294,-0.00016064,-0.00014626,0.00011387,0.0022718,0.0055753,0.0012321,24.687,252.74,46.022
0.0029067,-0.005189,0.99998,-0.99819,0.44076,0.049073,-0.12517,-0.26464,-0.00099041,0.5,5.7637e-05,7.7601e-05,-0.34062,-0.6367,0.052005,-0.00014691,-0.00013419,0.00010888,0.0026318,0.0063381,0.0013747,21.094,251.72,42.552
0.012834,-0.011214,0.99985,-0.69949,0.28401,0.045736,-0.16415,-0.3167,-0.0012037,0.5,9.3638e-05,7.5098e-05,-0.49621,-0.31565,-0.044178,-0.00066857,-5.8098e-06,-8.9307e-05,0.0058375,0.0091545,0.0012934,18.644,233.68,50.467
0.014418,-0.012194,0.99982,-0.66342,0.29292,0.045306,-0.17781,-0.31828,-0.0011399,0.5,0.00013421,9.2775e-05,-0.43234,-0.17482,-0.057285,-0.0006441,3.7535e-05,-0.00011749,0.0063554,0.0093049,0.0012279,20.658,232.12,53.884
0.012436,-0.011044,0.99986,-0.68495,0.30243,0.045754,-0.17287,-0.31295,-0.0011678,0.5,0.00010941,7.3005e-05,-0.45679,-0.19695,-0.046272,-0.0006752,3.1963e-05,-9.4922e-05,0.005937,0.0091942,0.001284,18.696,233.84,50.632
0.013871,-0.011223,0.99984,-0.6361,0.28085,0.044785,-0.18442,-0.32564,-0.0010521,0.5,0.00011109,7.7131e-05,-0.4206,-0.17637,-0.071723,-0.00061837,3.4502e-05,-0.00014633,0.0070819,0.0095369,0.0011582,22.699,230.19,57.701
0.014108,-0.010723,0.99984,-0.60879,0.26879,0.044281,-0.19108,-0.33377,-0.00090553,0.5,4.717e-05,3.7182e-05,-0.43173,-0.20617,-0.083372,-0.00061416,2.3681e-05,-0.00017007,0.0080856,0.0098929,0.0010923,24.278,228.23,61.233
0.015335,-0.010773,0.99982,-0.58148,0.25673,0.043757,-0.19748,-0.34281,-0.0006744,0.5,-3.4324e-05,-1.3695e-05,-0.4467,-0.2462,-0.091919,-0.00061064,4.7378e-06,-0.00019016,0.0094141,0.01035,0.0010278,25.456,226.06,64.55
0.016781,-0.010838,0.9998,-0.55416,0.24466,0.043182,-0.20417,-0.35259,-0.00042016,0.5,-9.6729e-05,-4.9424e-05,-0.44782,-0.30468,-0.093114,-0.00056903,-4.6415e-05,-0.00019724,0.011112,0.010852,0.00095889,26.123,223.44,67.575
0.019456,-0.011246,0.99975,-0.52683,0.23259,0.042576,-0.21176,-0.36286,-2.6806e-05,0.5,-0.0001196,-6.3312e-05,-0.428,-0.3703,-0.090642,-0.00048223,-0.00011593,-0.0001964,0.013323,0.011364,0.00087972,26.027,220.59,70.108
0.023369,-0.012266,0.99965,-0.49949,0.22052,0.041846,-0.22068,-0.37243,0.00044894,0.5,-9.9878e-05,-5.4143e-05,-0.4244,-0.45756,-0.096629,-0.00040208,-0.00019957,-0.00020577,0.016114,0.011746,0.00078069,25.251,218.18,72.056
0.0068892,-0.0062964,0.99996,-1.0506,0.52318,0.050054,-0.12787,-0.25449,-0.00080133,0.5,7.2343e-06,1.6011e-05,-0.32914,-0.50391,0.051425,-0.00026129,-0.00025368,0.00011532,0.0020462,0.0027064,0.00041746,28.104,255.83,48.4
-0.0058582,-8.3486e-05,0.99998,-1.074,0.53483,0.049916,0,0,0,0.5,1.0435e-06,2.1176e-07,0,0,0,0,0,0,0.0024762,0.0018533,1.4675e-05,27.523,256.87,27.523
0.011105,-0.0089564,0.9999,-1.024,0.5099,0.049363,-0.1293,-0.25811,-0.00084025,0.5,2.0951e-05,4.2921e-05,-0.32918,-0.52533,0.054335,-0.00024503,-0.00022032,0.00011278,0.001797,0.0042513,0.0009083,27.57,254.64,48.414
-0.0011785,-0.0033429,0.99999,-0.99717,0.49656,0.049226,-0.13237,-0.2567,-0.00089559,0.5,2.8622e-05,4.4799e-05,-0.34914,-0.58556,0.049916,-0.00019977,-0.00018916,0.00010194,0.0022265,0.0055054,0.0012258,24.132,253.59,45.009
0.0021556,-0.004802,0.99999,-0.98151,0.48876,0.049277,-0.13459,-0.25627,-0.00089722,0.5,2.68e-05,3.0413e-05,-0.36505,-0.64265,0.043708,-0.00016052,-0.00018293,9.0957e-05,0.0025005,0.0060899,0.0013358,21.25,252.83,42.232
0.01471,-0.01316,0.99981,-0.64919,0.32324,0.045486,-0.18944,-0.30982,-0.0011127,0.5,0.0001383,8.7715e-05,-0.35094,-0.0034856,-0.055258,-0.00063301,9.7393e-05,-0.00011461,0.0063435,0.0093263,0.0012359,20.056,232.88,53.022
0.012583,-0.011773,0.99985,-0.66225,0.32975,0.045779,-0.18623,-0.30651,-0.0011199,0.5,0.00011632,6.9543e-05,-0.36412,-0.014466,-0.047351,-0.00064881,9.3798e-05,-9.887e-05,0.0060802,0.0092519,0.0012702,18.766,234.04,50.889
0.014185,-0.012261,0.99982,-0.62246,0.30993,0.044933,-0.1965,-0.31714,-0.0010432,0.5,0.00012263,7.4941e-05,-0.33319,0.0020372,-0.07162,-0.00060624,9.2769e-05,-0.00014792,0.0070646,0.0095561,0.0011656,22.327,230.81,57.113
0.014206,-0.011637,0.99983,-0.59573,0.29662,0.044405,-0.20371,-0.32527,-0.00091143,0.5,6.092e-05,3.5833e-05,-0.33881,-0.017207,-0.086081,-0.00059902,8.8012e-05,-0.0001771,0.0080487,0.0098999,0.0010988,24.068,228.78,60.87
0.01535,-0.011739,0.99981,-0.569,0.28331,0.043865,-0.21071,-0.3344,-0.00070645,0.5,-1.6301e-05,-7.9365e-06,-0.35854,-0.052141,-0.095893,-0.00060205,8.1236e-05,-0.00019897,0.0093503,0.010343,0.0010334,25.359,226.56,64.38
0.016839,-0.011972,0.99979,-0.54227,0.27,0.043271,-0.21804,-0.34435,-0.00047724,0.5,-7.3343e-05,-3.8273e-05,-0.36771,-0.11675,-0.098486,-0.00056462,3.2075e-05,-0.00021069,0.011005,0.010829,0.00096384,26.117,223.86,67.592
0.01951,-0.012606,0.99973,-0.51554,0.25668,0.042643,-0.22633,-0.35484,-0.00010851,0.5,-9.3343e-05,-4.7515e-05,-0.33766,-0.17878,-0.09601,-0.00046555,-5.2971e-05,-0.00020866,0.013109,0.011301,0.00088367,26.069,220.88,70.302
0.023364,-0.013914,0.99963,-0.48878,0.24336,0.041891,-0.23622,-0.36465,0.00030695,0.5,-7.8834e-05,-4.0011e-05,-0.34197,-0.2801,-0.1038,-0.00038074,-0.00013708,-0.00022189,0.015729,0.011648,0.00078564,25.274,218.26,72.411
0.0064275,-0.0060588,0.99996,-1.0255,0.57122,0.050188,-0.13791,-0.24585,-0.00062503,0.5,-4.9911e-06,-2.4278e-06,-0.36067,-0.5184,0.048605,-0.00028999,-0.00028088,0.0001066,0.0020099,0.0026691,0.00041314,28.046,256.56,47.929
-0.0058107,0.00067386,0.99998,-1.0483,0.58392,0.050044,0,0,0,0.5,-1.2201e-05,-6.1029e-06,0,0,0,0,0,0,0.0024331,0.0018307,1.4578e-05,27.503,257.59,27.503
0.010089,-0.0088474,0.99991,-0.99942,0.5567,0.049513,-0.13942,-0.24958,-0.00076505,0.5,9.5386e-06,1.7464e-05,-0.36981,-0.51212,0.048393,-0.0003039,-0.00021809,0.0001002,0.0017627,0.0041933,0.00090102,27.326,255.34,47.769
-0.0021437,-0.002573,0.99999,-0.97328,0.54214,0.049406,-0.1424,-0.24799,-0.00081896,0.5,1.8403e-05,2.9802e-05,-0.39132,-0.55717,0.040617,-0.00024992,-0.00016569,8.2495e-05,0.0021837,0.0054395,0.00122,23.554,254.34,44.027
0.0014985,-0.0043162,0.99999,-0.9621,0.53591,0.049457,-0.14398,-0.24767,-0.00080831,0.5,1.5081e-05,1.7742e-05,-0.40321,-0.59513,0.033686,-0.00021406,-0.00015835,7.0197e-05,0.0023815,0.0058652,0.0013009,21.361,253.81,41.918
0.015085,-0.014444,0.99978,-0.63367,0.35294,0.045671,-0.20095,-0.3008,-0.001119,0.5,7.8457e-05,5.6641e-05,-0.25588,0.16287,-0.050536,-0.00061523,0.00016325,-0.00010581,0.0063279,0.009347,0.0012444,19.396,233.65,52.108
0.011987,-0.011988,0.99986,-0.63912,0.35598,0.045803,-0.19952,-0.29938,-0.0011183,0.5,6.9958e-05,4.6851e-05,-0.26003,0.15872,-0.046691,-0.00061906,0.00016135,-9.8374e-05,0.0062134,0.0093123,0.0012589,18.813,234.19,51.146
0.014274,-0.013061,0.99981,-0.60758,0.33841,0.045082,-0.20843,-0.30803,-0.0010658,0.5,7.9699e-05,5.5257e-05,-0.23577,0.17641,-0.068793,-0.00059079,0.00016754,-0.00014335,0.0070522,0.0095793,0.0011734,21.918,231.43,56.487
0.014181,-0.012671,0.99982,-0.5815,0.32388,0.044532,-0.2162,-0.31607,-0.00095907,0.5,3.7874e-05,2.1371e-05,-0.23351,0.17332,-0.086605,-0.00058197,0.00017233,-0.00017953,0.0080261,0.009915,0.0011053,23.834,229.33,60.471
0.0152,-0.0128,0.9998,-0.55542,0.30934,0.043976,-0.22384,-0.32519,-0.00078905,0.5,-2.1264e-05,-1.0226e-05,-0.25528,0.13965,-0.10007,-0.00058579,0.0001712,-0.00020868,0.0093101,0.010349,0.0010389,25.245,227.06,64.172
0.016693,-0.013206,0.99977,-0.52933,0.29481,0.043367,-0.23183,-0.33519,-0.00059884,0.5,-6.1389e-05,-3.2732e-05,-0.26735,0.071772,-0.1059,-0.00054677,0.00012217,-0.00022735,0.010938,0.010824,0.00096862,26.1,224.31,67.568
0.019298,-0.014089,0.99971,-0.50323,0.28027,0.042719,-0.24082,-0.34583,-0.00026701,0.5,-7.0895e-05,-3.7203e-05,-0.23197,0.010561,-0.10355,-0.0004423,2.175e-05,-0.00022299,0.012959,0.011262,0.00088729,26.116,221.21,70.454
0.022977,-0.015674,0.99961,-0.47713,0.26573,0.041949,-0.25162,-0.35577,8.101e-05,0.5,-5.7394e-05,-2.8074e-05,-0.23396,-0.084695,-0.10968,-0.00035656,-5.9631e-05,-0.00023175,0.015389,0.011544,0.00078795,25.315,218.41,72.718
0.0056148,-0.0060254,0.99997,-0.99795,0.61793,0.050302,-0.14814,-0.23703,-0.00066135,0.5,-2.0193e-06,4.1186e-06,-0.39528,-0.49546,0.047022,-0.00030343,-0.0002134,0.00010638,0.0019809,0.0026423,0.00041105,28.003,257.21,47.553
-0.0060446,0.0013463,0.99998,-1.0201,0.63168,0.050144,0,0,0,0.5,-5.7594e-06,-2.4171e-06,0,0,0,0,0,0,0.0023999,0.0018141,1.4515e-05,27.504,258.19,27.504
0.0088849,-0.0088291,0.99992,-0.9726,0.60223,0.049652,-0.14998,-0.24054,-0.00078233,0.5,1.2025e-05,3.103e-05,-0.42736,-0.45364,0.04637,-0.00037554,-0.00010954,9.7361e-05,0.0017345,0.0041522,0.00089786,27.062,255.99,47.163
-0.003073,-0.00192,0.99999,-0.94715,0.58648,0.049577,-0.15282,-0.23887,-0.00077693,0.5,2.7149e-05,5.3048e-05,-0.45405,-0.48213,0.038375,-0.00034067,-5.7387e-05,7.8172e-05,0.0021495,0.0053922,0.0012179,22.931,254.99,43.064
0.00088562,-0.0039192,0.99999,-0.93988,0.58197,0.04962,-0.15375,-0.2387,-0.00076162,0.5,2.5087e-05,4.5064e-05,-0.46395,-0.50299,0.032828,-0.00032199,-4.8589e-05,6.8657e-05,0.00228,0.0056752,0.0012721,21.417,254.67,41.61
0.013004,-0.013345,0.99983,-0.62021,0.37576,0.045821,-0.20994,-0.29325,-0.0011204,0.5,-1.4096e-05,-9.1083e-07,-0.17603,0.29238,-0.045273,-0.00060954,0.00022239,-9.5562e-05,0.0063051,0.0093565,0.0012515,18.835,234.28,51.356
0.014489,-0.014529,0.99979,-0.59126,0.36608,0.045234,-0.22016,-0.29837,-0.0010794,0.5,-3.1478e-05,1.1204e-05,-0.13436,0.34683,-0.062789,-0.00058896,0.00025301,-0.00013177,0.0070349,0.0096005,0.0011815,21.473,232.06,55.835
0.012288,-0.013091,0.99984,-0.61537,0.38101,0.045827,-0.21272,-0.29161,-0.0011185,0.5,-3.8374e-05,-1.4827e-05,-0.15368,0.32776,-0.044757,-0.00060706,0.00023883,-9.4804e-05,0.006337,0.0093714,0.0012496,18.846,234.32,51.403
0.014087,-0.013732,0.99981,-0.56588,0.35036,0.044661,-0.22846,-0.30625,-0.0010032,0.5,-3.8781e-05,5.5661e-06,-0.12225,0.35517,-0.084116,-0.0005722,0.00026377,-0.00017563,0.0080153,0.0099374,0.0011118,23.577,229.89,60.049
0.01495,-0.013844,0.99979,-0.54049,0.33464,0.04409,-0.23679,-0.31524,-0.0008647,0.5,-5.2312e-05,-1.2385e-05,-0.13537,0.3251,-0.10158,-0.00056311,0.00026039,-0.0002127,0.0092992,0.010369,0.0010441,25.116,227.57,63.938
