"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water","ddt0(epsilon)","ddt0(k)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","epsilon","k","nut","p","p_rgh","total(p)"
-6.5286e-05,-0.113,0.99359,-0.78511,-1.9402,0.026092,0.01205,-0.60885,-0.059371,0.5,0.00015379,0.00016811,0.17342,0.04495,0.013437,0.00034946,5.8497e-05,5.3353e-05,0.021775,0.019996,0.0017321,34.054,138.73,124.58
0.00060233,-0.020099,0.9998,-0.7553,-1.7508,0.032921,0.011114,-0.48519,-0.0072667,0.5,0.0001181,0.00011571,0.17446,0.043522,0.012289,0.00034603,6.1083e-05,2.4221e-05,0.0085463,0.011501,0.0014102,29.037,173.95,87.853
0.00050518,-0.017552,0.99985,-0.7553,-1.7364,0.033207,0.011016,-0.48276,-0.0068914,0.5,0.00012585,0.00012514,0.17085,0.045798,0.011523,0.00034054,6.6215e-05,2.2555e-05,0.0083478,0.011411,0.0014143,27.768,175.22,85.975
0.00065167,-0.021672,0.99976,-0.7553,-1.782,0.032284,0.011429,-0.49178,-0.0088326,0.5,0.00010477,9.4734e-05,0.18103,0.044227,0.014549,0.00036049,5.9697e-05,2.9784e-05,0.0090525,0.011757,0.0014057,31.758,171.22,92.142
0.0006638,-0.024558,0.9997,-0.7553,-1.8134,0.031564,0.011704,-0.50012,-0.011295,0.5,9.3158e-05,7.5348e-05,0.18647,0.0449,0.016604,0.00037527,6.7134e-05,3.4629e-05,0.0096781,0.0121,0.0014073,34.418,168.13,96.788
0.00063895,-0.029558,0.99956,-0.75531,-1.8448,0.03074,0.01189,-0.51167,-0.014969,0.5,7.8221e-05,5.9687e-05,0.18741,0.051656,0.016982,0.00037908,7.7822e-05,3.4973e-05,0.01049,0.012608,0.0014232,36.813,164.54,102.03
0.00064812,-0.037907,0.99928,-0.75531,-1.8765,0.029695,0.012121,-0.52861,-0.021947,0.5,6.0279e-05,4.3498e-05,0.18349,0.070236,0.019509,0.00037461,8.1677e-05,3.8326e-05,0.01178,0.013492,0.0014626,38.556,159.67,108.04
0.00055757,-0.056704,0.99839,-0.75531,-1.9084,0.028328,0.012383,-0.55979,-0.030311,0.5,3.3999e-05,1.9019e-05,0.17527,0.09225,0.025077,0.00036094,8.1689e-05,4.6902e-05,0.014364,0.015269,0.0015389,38.623,152.22,115.97
3.5878e-06,-0.11329,0.99356,-0.75532,-1.9405,0.02606,0.01248,-0.60847,-0.059501,0.5,2.894e-06,-2.7451e-05,0.17015,0.092042,0.025313,0.00034772,8.4639e-05,4.0466e-05,0.021272,0.019528,0.0016921,34.038,138.61,124.43
0.00077376,-0.020152,0.9998,-0.72549,-1.7518,0.032879,0.011335,-0.48445,-0.0073496,0.5,7.2942e-05,5.2401e-05,0.17025,0.047612,0.012785,0.00034149,6.7432e-05,2.4668e-05,0.0084543,0.011328,0.001384,29.355,173.84,87.988
0.000626,-0.017631,0.99984,-0.72549,-1.7343,0.033226,0.011181,-0.48145,-0.0068767,0.5,8.3961e-05,6.6151e-05,0.16502,0.05266,0.012677,0.00033204,7.8662e-05,2.443e-05,0.0082183,0.011222,0.0013893,27.83,175.38,85.715
0.00083934,-0.021768,0.99976,-0.7255,-1.7829,0.032242,0.011729,-0.49114,-0.0089267,0.5,6.1653e-05,3.5024e-05,0.17656,0.048775,0.014447,0.00035482,5.9199e-05,2.8748e-05,0.0089479,0.011571,0.0013783,32.024,171.1,92.247
0.00086183,-0.02464,0.9997,-0.7255,-1.8142,0.031522,0.012034,-0.49957,-0.011387,0.5,5.4469e-05,2.2277e-05,0.18092,0.05179,0.017011,0.00036569,6.2877e-05,3.4819e-05,0.0095541,0.011895,0.0013779,34.627,168,96.859
0.00083372,-0.029679,0.99956,-0.7255,-1.8455,0.030699,0.012209,-0.51123,-0.015081,0.5,4.3004e-05,1.0557e-05,0.18153,0.058671,0.0186,0.00036709,7.3604e-05,3.7894e-05,0.010336,0.012372,0.0013911,36.956,164.4,102.06
0.00083267,-0.038107,0.99927,-0.72551,-1.8771,0.029652,0.01246,-0.52832,-0.022041,0.5,2.6146e-05,-5.6057e-06,0.17826,0.074745,0.022066,0.00036285,8.2817e-05,4.3473e-05,0.011572,0.013206,0.0014262,38.638,159.51,108.05
0.00071178,-0.056818,0.99838,-0.72552,-1.9088,0.028284,0.012782,-0.55954,-0.030347,0.5,4.9101e-06,-3.0931e-05,0.17163,0.095483,0.028797,0.00035304,8.9831e-05,5.2842e-05,0.014049,0.014889,0.0014957,38.639,152.04,115.9
0.00014827,-0.1136,0.99353,-0.72552,-1.9408,0.026026,0.01293,-0.6082,-0.059621,0.5,4.8066e-06,-5.868e-05,0.16391,0.095462,0.030987,0.00033424,9.0199e-05,4.6899e-05,0.02071,0.018979,0.0016415,34.034,138.5,124.32
0.0009384,-0.02019,0.9998,-0.69568,-1.7528,0.032833,0.011486,-0.48356,-0.0074584,0.5,5.4464e-05,3.431e-05,0.1621,0.046981,0.011626,0.00032662,8.1938e-05,2.2965e-05,0.0084453,0.011198,0.0013546,29.791,173.76,88.201
0.00075143,-0.017674,0.99984,-0.69568,-1.7312,0.033261,0.011255,-0.47972,-0.0068322,0.5,6.3184e-05,4.5346e-05,0.15477,0.054983,0.012335,0.00031279,9.6707e-05,2.4278e-05,0.0081535,0.011067,0.0013613,27.932,175.65,85.403
0.001027,-0.021895,0.99976,-0.69569,-1.7839,0.032193,0.01196,-0.49043,-0.0090474,0.5,4.9984e-05,2.6451e-05,0.16903,0.049276,0.01191,0.00034135,6.921e-05,2.4173e-05,0.0089343,0.011436,0.0013485,32.394,171.01,92.433
0.0010963,-0.024744,0.99969,-0.69569,-1.815,0.031472,0.012292,-0.499,-0.011492,0.5,4.8555e-05,2.1598e-05,0.17241,0.05509,0.015248,0.00034905,6.638e-05,3.18e-05,0.0095315,0.011749,0.001347,34.919,167.89,97.005
0.0010799,-0.029796,0.99956,-0.6957,-1.8462,0.030651,0.012464,-0.51081,-0.015189,0.5,4.4312e-05,1.5578e-05,0.17182,0.059996,0.019399,0.00034689,6.9405e-05,4.029e-05,0.010303,0.012207,0.0013571,37.157,164.28,102.16
0.0010642,-0.038285,0.99927,-0.69571,-1.8776,0.029603,0.012762,-0.52806,-0.022117,0.5,3.6685e-05,5.3683e-06,0.16793,0.068905,0.024303,0.00033955,7.4232e-05,4.9399e-05,0.011517,0.013003,0.0013873,38.752,159.35,108.1
0.00091623,-0.056899,0.99838,-0.69572,-1.9092,0.028236,0.013187,-0.55931,-0.030364,0.5,3.2667e-05,-8.8253e-06,0.16126,0.081143,0.030497,0.00032802,7.7618e-05,5.8834e-05,0.013933,0.014608,0.0014492,38.666,151.85,115.85
0.00031176,-0.11387,0.9935,-0.69573,-1.941,0.025988,0.013417,-0.60792,-0.05971,0.5,7.0871e-05,-8.0231e-06,0.1514,0.080073,0.033816,0.00030664,7.9833e-05,6.1889e-05,0.020436,0.018555,0.0015868,34.028,138.39,124.21
0.0011758,-0.020113,0.9998,-0.66586,-1.7539,0.032782,0.011599,-0.48209,-0.0075852,0.5,3.9213e-05,2.71e-05,0.15035,0.043179,0.010914,0.00030231,9.6477e-05,2.2393e-05,0.0087294,0.011277,0.0013293,30.364,173.73,88.413
0.0010257,-0.01824,0.99983,-0.66586,-1.7268,0.033315,0.011266,-0.47707,-0.0067197,0.5,4.2444e-05,3.1901e-05,0.1414,0.051069,0.012234,0.00028589,0.00011452,2.493e-05,0.0083504,0.011106,0.0013376,28.083,176.07,84.926
0.0012787,-0.022082,0.99976,-0.66587,-1.7848,0.032139,0.012119,-0.48921,-0.0092018,0.5,4.1751e-05,2.7835e-05,0.15646,0.047564,0.010293,0.00031522,8.1233e-05,2.1771e-05,0.009233,0.011518,0.0013224,32.879,170.95,92.609
0.0014047,-0.02488,0.99969,-0.66588,-1.8158,0.031415,0.012445,-0.49796,-0.01162,0.5,4.5077e-05,2.9381e-05,0.158,0.054963,0.013688,0.00031872,7.2484e-05,2.9752e-05,0.0098451,0.011828,0.0013193,35.307,167.79,97.13
0.0013903,-0.029909,0.99955,-0.66589,-1.8469,0.030595,0.012608,-0.50997,-0.015294,0.5,4.7088e-05,2.852e-05,0.1551,0.058968,0.018908,0.00031194,6.6342e-05,4.0693e-05,0.010642,0.012279,0.0013257,37.425,164.15,102.21
0.0013574,-0.03844,0.99926,-0.6659,-1.8782,0.029546,0.012986,-0.52744,-0.02217,0.5,4.8345e-05,2.4336e-05,0.14951,0.064262,0.024671,0.00030101,6.1824e-05,5.1593e-05,0.011884,0.013056,0.0013503,38.9,159.17,108.08
0.0011916,-0.056953,0.99838,-0.66592,-1.9097,0.02818,0.013573,-0.55877,-0.030337,0.5,5.714e-05,1.9845e-05,0.14165,0.072048,0.030997,0.00028587,5.9797e-05,6.2041e-05,0.014328,0.014609,0.001404,38.702,151.63,115.72
0.00053703,-0.11414,0.99347,-0.66593,-1.9413,0.025944,0.013921,-0.60733,-0.05972,0.5,0.00011391,3.6569e-05,0.1312,0.070955,0.035045,0.00026598,6.6156e-05,7.1682e-05,0.020844,0.018462,0.0015333,34.009,138.24,123.98
0.0016232,-0.019503,0.99981,-0.63603,-1.7242,0.033323,0.011248,-0.47355,-0.0066321,0.5,1.9217e-05,1.502e-05,0.1244,0.050114,0.011888,0.00024962,0.00013098,2.476e-05,0.0090357,0.011474,0.0013195,28.617,176.33,84.634
0.0012241,-0.016743,0.99986,-0.63602,-1.7201,0.0334,0.011208,-0.47286,-0.0065538,0.5,1.9898e-05,1.5816e-05,0.12249,0.051446,0.01195,0.00024596,0.00013387,2.4859e-05,0.0089809,0.011451,0.001321,28.297,176.69,84.143
0.00093846,-0.016841,0.99986,-0.65083,-1.7236,0.033357,0.011235,-0.47496,-0.006616,0.5,3.0996e-05,2.3736e-05,0.13233,0.051076,0.012149,0.0002665,0.00012405,2.5021e-05,0.008671,0.011281,0.001329,28.18,176.35,84.534
0.0015858,-0.020196,0.99979,-0.63603,-1.7549,0.032724,0.011655,-0.47954,-0.0077532,0.5,2.1834e-05,1.6444e-05,0.13544,0.047614,0.011154,0.00027124,0.0001087,2.3209e-05,0.0094979,0.011678,0.0013096,31.095,173.72,88.523
0.0017055,-0.022323,0.99975,-0.63604,-1.7857,0.032076,0.012154,-0.48696,-0.0093997,0.5,2.8934e-05,2.136e-05,0.14084,0.0517,0.011239,0.00028278,9.0691e-05,2.4062e-05,0.010039,0.011923,0.001301,33.506,170.89,92.677
0.0018037,-0.025006,0.99969,-0.63605,-1.8166,0.031346,0.012436,-0.49598,-0.011749,0.5,3.5614e-05,2.5573e-05,0.13624,0.054007,0.013904,0.00027258,7.7548e-05,3.1523e-05,0.010693,0.012233,0.0012952,35.811,167.69,97.141
0.0017548,-0.030005,0.99955,-0.63607,-1.8476,0.030528,0.012613,-0.50828,-0.015382,0.5,4.084e-05,2.7385e-05,0.12842,0.055422,0.017238,0.00025597,6.3757e-05,3.8581e-05,0.011545,0.012684,0.001298,37.77,164.01,102.13
0.0017261,-0.0386,0.99925,-0.63608,-1.8788,0.029479,0.013091,-0.52605,-0.022189,0.5,4.6294e-05,2.7477e-05,0.12341,0.062839,0.022552,0.00024708,4.9053e-05,4.7727e-05,0.012861,0.013457,0.0013178,39.088,158.97,107.9
0.0015635,-0.056985,0.99837,-0.6361,-1.9101,0.028114,0.013843,-0.55754,-0.030235,0.5,5.9435e-05,2.8405e-05,0.11775,0.074831,0.030578,0.00023974,4.5151e-05,6.1405e-05,0.015433,0.014983,0.0013627,38.747,151.39,115.4
0.000886,-0.11443,0.99343,-0.63613,-1.9416,0.025891,0.014296,-0.60609,-0.059628,0.5,0.00011653,4.8937e-05,0.10963,0.077055,0.034913,0.00022625,6.0963e-05,6.9644e-05,0.022159,0.018786,0.0014831,33.978,138.07,123.55
0.0022105,-0.018984,0.99982,-0.60617,-1.7253,0.033242,0.011192,-0.46929,-0.0067378,0.5,4.1437e-07,-1.7691e-07,0.10575,0.062821,0.010516,0.00021059,0.00014737,2.2707e-05,0.010326,0.012169,0.0012999,29.732,176.25,84.74
0.0018672,-0.017212,0.99985,-0.60617,-1.71,0.033529,0.011042,-0.46658,-0.0063831,0.5,-1.9642e-07,-1.8617e-07,0.10067,0.062768,0.011019,0.00020117,0.00015435,2.36e-05,0.0101,0.01208,0.0013059,28.575,177.55,82.936
0.0021783,-0.020291,0.99979,-0.60618,-1.7559,0.03265,0.011655,-0.47565,-0.0079732,0.5,6.8526e-06,4.2897e-06,0.11546,0.066224,0.010355,0.00023036,0.00012714,2.2949e-05,0.010831,0.012376,0.0012888,32.036,173.66,88.526
0.002273,-0.022505,0.99974,-0.60619,-1.7866,0.031996,0.012029,-0.48343,-0.0096012,0.5,1.5815e-05,1.0262e-05,0.11906,0.068614,0.011447,0.00023824,0.00010617,2.5643e-05,0.011415,0.012618,0.0012782,34.31,170.8,92.615
0.0022587,-0.025061,0.99968,-0.60621,-1.8174,0.031265,0.012127,-0.49278,-0.011868,0.5,2.4205e-05,1.5103e-05,0.10821,0.068866,0.013613,0.00021484,8.7937e-05,3.037e-05,0.012113,0.012919,0.0012699,36.447,167.58,96.986
0.0022009,-0.030113,0.99954,-0.60622,-1.8483,0.03045,0.012321,-0.50548,-0.015466,0.5,3.0686e-05,1.7908e-05,0.09705,0.072462,0.015993,0.00019112,6.8789e-05,3.4381e-05,0.013024,0.013364,0.00127,38.209,163.86,101.87
0.0022161,-0.038785,0.99925,-0.60624,-1.8793,0.029399,0.012943,-0.52369,-0.022181,0.5,3.6231e-05,1.9324e-05,0.094811,0.08305,0.021849,0.0001883,4.8807e-05,4.4359e-05,0.014435,0.01413,0.0012857,39.332,158.75,107.52
0.0019123,-0.058822,0.99827,-0.60627,-1.9105,0.028035,0.013801,-0.55542,-0.030056,0.5,4.6753e-05,2.057e-05,0.093521,0.096719,0.030938,0.000193,4.4468e-05,6.0636e-05,0.017206,0.015636,0.0013219,38.81,151.1,114.84
0.003194,-0.018373,0.99983,-0.57628,-1.696,0.033708,0.010167,-0.45776,-0.006113,0.5,-1.6259e-05,-1.1598e-05,0.082239,0.075578,0.010393,0.0001644,0.0001587,2.2939e-05,0.011584,0.012821,0.0012816,28.965,178.66,81.309
0.0024316,-0.015775,0.99987,-0.57628,-1.6954,0.033718,0.010169,-0.45767,-0.006103,0.5,-1.6251e-05,-1.1571e-05,0.082142,0.075348,0.010408,0.00016419,0.00015864,2.2964e-05,0.011576,0.012818,0.0012818,28.926,178.71,81.248
0.0017343,-0.015881,0.99987,-0.57723,-1.6959,0.033712,0.01019,-0.45796,-0.0061102,0.5,-1.577e-05,-1.1239e-05,0.08268,0.075168,0.01043,0.00016526,0.00015879,2.299e-05,0.011531,0.012795,0.0012825,28.913,178.67,81.304
0.0030489,-0.018832,0.99982,-0.57629,-1.7264,0.033147,0.010415,-0.46357,-0.0070096,0.5,-1.2136e-05,-9.3491e-06,0.08555,0.084788,0.0094737,0.00016958,0.00015508,2.1207e-05,0.012071,0.012995,0.0012684,31.173,176.21,84.842
0.0029616,-0.020404,0.99979,-0.5763,-1.757,0.032553,0.010908,-0.47047,-0.0082457,0.5,-4.3428e-06,-4.4882e-06,0.087777,0.093964,0.0094935,0.00017399,0.00014342,2.2056e-05,0.012605,0.013185,0.0012553,33.311,173.63,88.559
0.0028709,-0.022534,0.99974,-0.57631,-1.7876,0.031898,0.01109,-0.47867,-0.0097857,0.5,4.6044e-06,9.2274e-07,0.086102,0.099152,0.011213,0.00017102,0.00012537,2.5575e-05,0.013206,0.013399,0.0012424,35.391,170.76,92.54
0.0027298,-0.025059,0.99968,-0.57632,-1.8182,0.031171,0.011043,-0.48844,-0.012016,0.5,1.2718e-05,5.4097e-06,0.076863,0.10328,0.013568,0.00015089,0.00010486,2.8273e-05,0.013913,0.013668,0.0012319,37.277,167.5,96.755
0.002729,-0.030296,0.99954,-0.57634,-1.849,0.030356,0.011354,-0.50172,-0.015565,0.5,1.9162e-05,8.4089e-06,0.069048,0.11166,0.016871,0.00013509,8.2779e-05,3.263e-05,0.014849,0.014082,0.0012296,38.794,163.72,101.51
0.0027825,-0.038966,0.99924,-0.57636,-1.8799,0.029302,0.012228,-0.52053,-0.022119,0.5,2.4217e-05,9.9409e-06,0.067869,0.1225,0.023903,0.00013549,6.3057e-05,4.4709e-05,0.016332,0.014822,0.001242,39.665,158.51,107.02
0.0024771,-0.056747,0.99839,-0.57639,-1.9109,0.027941,0.013245,-0.55257,-0.029776,0.5,3.1269e-05,1.0148e-05,0.067612,0.13253,0.032276,0.00013978,6.0643e-05,5.9884e-05,0.019308,0.016296,0.0012708,38.909,150.81,114.11
0.0044446,-0.017607,0.99984,-0.54635,-1.6972,0.033568,0.008113,-0.45059,-0.0063506,0.5,-2.3312e-05,-1.5305e-05,0.066375,0.092078,0.012652,0.00013059,0.00014264,2.7222e-05,0.013444,0.01348,0.0012222,31.128,178.56,81.839
0.0037206,-0.016099,0.99986,-0.54634,-1.6717,0.034009,0.0085373,-0.44594,-0.0057982,0.5,-2.453e-05,-1.5364e-05,0.064304,0.081298,0.013742,0.00012521,0.00013943,2.9839e-05,0.013051,0.01336,0.0012342,29.436,180.5,79.107
0.0040593,-0.018607,0.99982,-0.54635,-1.7276,0.033023,0.0082755,-0.45696,-0.0072717,0.5,-1.8829e-05,-1.3039e-05,0.066153,0.10419,0.011976,0.0001305,0.00014196,2.5497e-05,0.013937,0.013628,0.0012079,33.078,176.21,85.215
0.0037008,-0.020271,0.99979,-0.54636,-1.758,0.032432,0.0086392,-0.4644,-0.0084232,0.5,-1.2049e-05,-9.2994e-06,0.06238,0.11688,0.012012,0.00012359,0.00013753,2.5207e-05,0.014457,0.013776,0.0011929,34.979,173.64,88.792
0.0033103,-0.022354,0.99974,-0.54637,-1.7885,0.031784,0.008693,-0.4731,-0.0099244,0.5,-4.7643e-06,-5.3091e-06,0.056561,0.12696,0.01301,0.00011249,0.00012896,2.6473e-05,0.015014,0.013933,0.0011781,36.765,170.76,92.582
0.0031007,-0.02508,0.99968,-0.54638,-1.819,0.031064,0.0088197,-0.48349,-0.012188,0.5,1.7976e-06,-1.8655e-06,0.050514,0.13669,0.014413,9.8812e-05,0.00011652,2.7235e-05,0.015667,0.014143,0.0011662,38.33,167.46,96.609
0.0031602,-0.030548,0.99953,-0.54639,-1.8497,0.030246,0.0094903,-0.49755,-0.015655,0.5,7.1789e-06,6.6608e-07,0.046238,0.15079,0.017537,9.1502e-05,0.00010116,3.0848e-05,0.016568,0.014501,0.0011623,39.549,163.59,101.22
0.0031996,-0.039085,0.99923,-0.54641,-1.8804,0.029186,0.010743,-0.51704,-0.021931,0.5,1.1343e-05,2.0791e-06,0.045098,0.16553,0.02488,9.2838e-05,8.8685e-05,4.2914e-05,0.018061,0.015189,0.0011723,40.102,158.26,106.52
0.002774,-0.056466,0.9984,-0.54645,-1.9114,0.027835,0.012078,-0.54938,-0.029315,0.5,1.6478e-05,2.1164e-06,0.044723,0.17783,0.032878,9.3693e-05,9.3248e-05,5.6628e-05,0.021186,0.016604,0.0011947,39.06,150.52,113.31
0.0072609,-0.016051,0.99984,-0.51635,-1.6379,0.034392,0.0062816,-0.43112,-0.0054318,0.5,-2.7269e-05,-1.396e-05,0.04202,0.084595,0.01955,8.0045e-05,0.00010942,4.1541e-05,0.013954,0.013301,0.0011438,30.405,182.88,76.838
0.005782,-0.014618,0.99988,-0.51635,-1.6335,0.034462,0.0064036,-0.43035,-0.0053677,0.5,-2.7388e-05,-1.3889e-05,0.041466,0.081283,0.019592,7.8984e-05,0.00010701,4.1739e-05,0.01389,0.013283,0.0011457,30.146,183.2,76.412
0.0037998,-0.01429,0.99989,-0.51937,-1.6378,0.034415,0.0065971,-0.43201,-0.0054111,0.5,-2.6957e-05,-1.3931e-05,0.043819,0.082393,0.019165,8.3516e-05,0.00011136,4.0846e-05,0.013816,0.013291,0.0011542,30.071,182.91,76.709
0.003885,-0.015258,0.99988,-0.54232,-1.667,0.034068,0.0081752,-0.44395,-0.0057261,0.5,-2.4933e-05,-1.5226e-05,0.061747,0.081782,0.014563,0.00011965,0.00013596,3.151e-05,0.013174,0.013349,0.0012217,29.525,180.83,78.775
0.0061454,-0.016568,0.99984,-0.51635,-1.6682,0.033899,0.0053702,-0.43678,-0.0059549,0.5,-2.6013e-05,-1.4291e-05,0.046932,0.09724,0.018777,9.0584e-05,0.00011744,3.9052e-05,0.014397,0.013414,0.0011291,32.214,180.75,79.86
0.0053564,-0.016971,0.99984,-0.51635,-1.6984,0.033395,0.0050082,-0.44304,-0.0065451,0.5,-2.3676e-05,-1.3871e-05,0.051153,0.10575,0.017495,0.0001009,0.0001193,3.5713e-05,0.014846,0.013525,0.0011146,33.919,178.58,82.925
0.0046072,-0.018123,0.99983,-0.51635,-1.7287,0.032866,0.0051481,-0.45006,-0.007293,0.5,-2.0121e-05,-1.2504e-05,0.05211,0.11571,0.015861,0.00010458,0.00011902,3.1644e-05,0.015306,0.013634,0.0011001,35.533,176.26,86.074
0.0039156,-0.019799,0.9998,-0.51636,-1.759,0.032294,0.0053878,-0.458,-0.0084037,0.5,-1.5834e-05,-1.0499e-05,0.048936,0.1281,0.014114,9.9416e-05,0.0001184,2.6963e-05,0.015762,0.013731,0.0010851,37.048,173.69,89.359
0.0034434,-0.02208,0.99975,-0.51636,-1.7894,0.031662,0.0055812,-0.46729,-0.0099985,0.5,-1.1569e-05,-8.3933e-06,0.043854,0.14314,0.013158,8.9939e-05,0.00011711,2.3492e-05,0.016222,0.013825,0.0010704,38.437,170.8,92.875
0.0033092,-0.025165,0.99968,-0.51636,-1.8198,0.030949,0.0061182,-0.47849,-0.012314,0.5,-7.873e-06,-6.5602e-06,0.03883,0.16217,0.014204,7.97e-05,0.00011412,2.36e-05,0.016768,0.013966,0.0010585,39.637,167.46,96.704
0.0033837,-0.030808,0.99952,-0.51636,-1.8503,0.030125,0.0072368,-0.49345,-0.01563,0.5,-5.0025e-06,-5.2093e-06,0.034739,0.18408,0.018184,7.3156e-05,0.00011119,2.932e-05,0.017581,0.014253,0.0010532,40.492,163.48,101.13
0.0033655,-0.039098,0.99923,-0.51637,-1.881,0.029062,0.0088532,-0.51361,-0.021529,0.5,-3.3254e-06,-4.7239e-06,0.032571,0.20327,0.025501,7.1743e-05,0.00011081,4.1336e-05,0.019018,0.014863,0.0010599,40.66,158.04,106.15
0.002934,-0.056089,0.99842,-0.51639,-1.9118,0.027725,0.010391,-0.54611,-0.028586,0.5,1.0096e-06,-4.5491e-06,0.030157,0.22238,0.031818,6.5723e-05,0.00012717,5.1675e-05,0.022161,0.016173,0.0010771,39.292,150.32,112.52
0.01027,-0.014176,0.99985,-0.48633,-1.5791,0.035021,0.0030688,-0.41027,-0.0047541,0.5,-2.7157e-05,-1.1327e-05,0.024631,0.032198,0.022868,4.697e-05,6.1364e-05,4.8469e-05,0.013343,0.012137,0.00099619,31.659,186.61,73.736
0.0079337,-0.013026,0.99988,-0.48633,-1.5677,0.035183,0.0033133,-0.40829,-0.0046106,0.5,-2.8284e-05,-1.1962e-05,0.024767,0.014027,0.023442,4.7077e-05,5.1624e-05,4.9988e-05,0.013218,0.012109,0.0010007,31.065,187.32,72.739
0.0056002,-0.012721,0.9999,-0.49089,-1.5789,0.035071,0.0037496,-0.41188,-0.0047305,0.5,-2.746e-05,-1.1636e-05,0.026665,0.031087,0.02251,5.0458e-05,6.2644e-05,4.7958e-05,0.013316,0.012275,0.0010217,30.933,186.68,73.369
0.0057426,-0.013619,0.99989,-0.50399,-1.6083,0.034755,0.0050941,-0.42174,-0.0050404,0.5,-2.6589e-05,-1.2086e-05,0.034073,0.064244,0.02061,6.4965e-05,8.8469e-05,4.3967e-05,0.013644,0.012798,0.0010846,30.537,184.87,75.03
0.0088106,-0.014777,0.99985,-0.48632,-1.6092,0.034583,0.0022656,-0.41587,-0.0051145,0.5,-2.444e-05,-1.0181e-05,0.027178,0.067701,0.022004,5.3419e-05,8.2422e-05,4.5707e-05,0.013778,0.012257,0.00098483,33.209,184.71,76.416
0.007442,-0.014917,0.99986,-0.48631,-1.6393,0.034138,0.0016367,-0.42184,-0.0054799,0.5,-2.2165e-05,-9.6016e-06,0.032456,0.092269,0.021436,6.5829e-05,9.719e-05,4.3547e-05,0.014221,0.012365,0.00097169,34.666,182.78,79.098
0.0062408,-0.015364,0.99986,-0.48631,-1.6695,0.033682,0.0013407,-0.42822,-0.0058759,0.5,-2.005e-05,-9.2999e-06,0.038382,0.10861,0.020627,7.9187e-05,0.0001052,4.1086e-05,0.014619,0.012443,0.00095774,36.029,180.8,81.795
0.0052065,-0.016106,0.99986,-0.4863,-1.6996,0.03321,0.001431,-0.43513,-0.0063737,0.5,-1.8017e-05,-9.0972e-06,0.043187,0.12006,0.018883,9.0462e-05,0.00010821,3.6766e-05,0.015003,0.012516,0.00094472,37.285,178.69,84.513
0.0043223,-0.017388,0.99984,-0.4863,-1.7298,0.032709,0.0017568,-0.44272,-0.0071564,0.5,-1.623e-05,-8.9103e-06,0.045287,0.13119,0.016333,9.5676e-05,0.00010762,3.0541e-05,0.015391,0.012587,0.00093187,38.443,176.4,87.303
0.00367,-0.019305,0.99981,-0.48629,-1.76,0.032158,0.0022074,-0.45134,-0.0083925,0.5,-1.4898e-05,-8.7139e-06,0.044465,0.14469,0.014341,9.4315e-05,0.00010583,2.536e-05,0.01574,0.012632,0.00091823,39.509,173.84,90.265
0.0032998,-0.021909,0.99975,-0.48628,-1.7903,0.031539,0.0028239,-0.46151,-0.010058,0.5,-1.4026e-05,-8.5874e-06,0.04155,0.16179,0.014027,8.8809e-05,0.00010539,2.332e-05,0.016046,0.012658,0.00090492,40.466,170.93,93.525
0.0031755,-0.025272,0.99968,-0.48626,-1.8206,0.030828,0.0037776,-0.47374,-0.012274,0.5,-1.358e-05,-8.5497e-06,0.037437,0.18161,0.015648,8.1622e-05,0.00010638,2.4912e-05,0.016409,0.01272,0.00089423,41.23,167.5,97.121
0.0032399,-0.031045,0.99951,-0.48625,-1.851,0.030001,0.0051784,-0.48968,-0.015338,0.5,-1.3024e-05,-8.3302e-06,0.032494,0.20341,0.019343,7.3768e-05,0.00011078,3.0263e-05,0.01701,0.012911,0.00088914,41.627,163.39,101.27
0.0033999,-0.03921,0.99923,-0.48623,-1.8815,0.028935,0.0070193,-0.51058,-0.020812,0.5,-1.2334e-05,-8.1204e-06,0.027725,0.2237,0.025323,6.7738e-05,0.00011757,3.9974e-05,0.01824,0.013412,0.00089515,41.339,157.87,105.94
0.0033663,-0.055799,0.99844,-0.48621,-1.9122,0.027604,0.0083826,-0.54278,-0.02736,0.5,-7.4303e-06,-7.6924e-06,0.022636,0.25227,0.030619,5.7666e-05,0.00014895,5.0025e-05,0.021129,0.01458,0.00091332,39.633,150.3,111.76
0.0039951,-0.011472,0.99993,-0.45641,-1.4607,0.036135,0.0013181,-0.37703,-0.0035497,0.5,-2.4323e-05,-1.076e-05,0.02479,-0.20046,0.034161,4.8609e-05,-6.516e-05,7.5345e-05,0.010797,0.0096881,0.00078717,32.924,192.65,68.525
-0.0019289,-0.010593,0.99994,-0.45642,-1.4417,0.036354,0.0014589,-0.37387,-0.0034497,0.5,-2.1527e-05,-9.7735e-06,0.024719,-0.25172,0.035742,4.3872e-05,-8.5521e-05,7.9149e-05,0.010499,0.009592,0.00079321,32.115,193.59,67.14
0.0083434,-0.010182,0.99991,-0.4603,-1.4605,0.036201,0.0018308,-0.3789,-0.003545,0.5,-2.4941e-05,-1.1271e-05,0.026195,-0.20385,0.033779,5.0123e-05,-6.4883e-05,7.4604e-05,0.010976,0.009968,0.00082001,31.999,192.76,68
