-0.882,-1.504,0.01
-0.88,-1.354,0.01
-0.877,-1.204,0.01
-0.877,-1.055,0.01
-0.878,-0.905,0.01
-0.879,-0.755,0.01
-0.88,-0.605,0.01
-0.881,-0.455,0.01
-0.882,-0.305,0.01
-0.88,-0.156,0.01
-0.867,-0.007,0.01
-0.84,0.141,0.01
-0.807,0.287,0.01
-0.748,0.422,0.01
-0.664,0.546,0.01
-0.562,0.655,0.01
-0.424,0.712,0.01
-0.279,0.745,0.01
-0.13,0.759,0.01
0.02,0.76,0.01
0.167,0.744,0.01
0.31,0.699,0.01
0.44,0.631,0.01
0.551,0.531,0.01
0.644,0.416,0.01
0.719,0.286,0.01
0.773,0.149,0.01
0.799,0.001,0.01
0.812,-0.148,0.01
0.819,-0.297,0.01
0.819,-0.447,0.01
0.817,-0.597,0.01
0.815,-0.747,0.01
0.814,-0.897,0.01
0.814,-1.047,0.01
0.814,-1.196,0.01
0.814,-1.346,0.01
0.814,-1.496,0.01
-0.882,-1.504,0.02
-0.88,-1.354,0.02
-0.877,-1.204,0.02
-0.877,-1.055,0.02
-0.878,-0.905,0.02
-0.879,-0.755,0.02
-0.88,-0.605,0.02
-0.881,-0.455,0.02
-0.882,-0.305,0.02
-0.88,-0.156,0.02
-0.867,-0.007,0.02
-0.84,0.141,0.02
-0.807,0.287,0.02
-0.748,0.422,0.02
-0.664,0.546,0.02
-0.562,0.655,0.02
-0.424,0.712,0.02
-0.279,0.745,0.02
-0.13,0.759,0.02
0.02,0.76,0.02
0.167,0.744,0.02
0.31,0.699,0.02
0.44,0.631,0.02
0.551,0.531,0.02
0.644,0.416,0.02
0.719,0.286,0.02
0.773,0.149,0.02
0.799,0.001,0.02
0.812,-0.148,0.02
0.819,-0.297,0.02
0.819,-0.447,0.02
0.817,-0.597,0.02
0.815,-0.747,0.02
0.814,-0.897,0.02
0.814,-1.047,0.02
0.814,-1.196,0.02
0.814,-1.346,0.02
0.814,-1.496,0.02
-0.882,-1.504,0.03
-0.88,-1.354,0.03
-0.877,-1.204,0.03
-0.877,-1.055,0.03
-0.878,-0.905,0.03
-0.879,-0.755,0.03
-0.88,-0.605,0.03
-0.881,-0.455,0.03
-0.882,-0.305,0.03
-0.88,-0.156,0.03
-0.867,-0.007,0.03
-0.84,0.141,0.03
-0.807,0.287,0.03
-0.748,0.422,0.03
-0.664,0.546,0.03
-0.562,0.655,0.03
-0.424,0.712,0.03
-0.279,0.745,0.03
-0.13,0.759,0.03
0.02,0.76,0.03
0.167,0.744,0.03
0.31,0.699,0.03
0.44,0.631,0.03
0.551,0.531,0.03
0.644,0.416,0.03
0.719,0.286,0.03
0.773,0.149,0.03
0.799,0.001,0.03
0.812,-0.148,0.03
0.819,-0.297,0.03
0.819,-0.447,0.03
0.817,-0.597,0.03
0.815,-0.747,0.03
0.814,-0.897,0.03
0.814,-1.047,0.03
0.814,-1.196,0.03
0.814,-1.346,0.03
0.814,-1.496,0.03
-0.882,-1.504,0.04
-0.88,-1.354,0.04
-0.877,-1.204,0.04
-0.877,-1.055,0.04
-0.878,-0.905,0.04
-0.879,-0.755,0.04
-0.88,-0.605,0.04
-0.881,-0.455,0.04
-0.882,-0.305,0.04
-0.88,-0.156,0.04
-0.867,-0.007,0.04
-0.84,0.141,0.04
-0.807,0.287,0.04
-0.748,0.422,0.04
-0.664,0.546,0.04
-0.562,0.655,0.04
-0.424,0.712,0.04
-0.279,0.745,0.04
-0.13,0.759,0.04
0.02,0.76,0.04
0.167,0.744,0.04
0.31,0.699,0.04
0.44,0.631,0.04
0.551,0.531,0.04
0.644,0.416,0.04
0.719,0.286,0.04
0.773,0.149,0.04
0.799,0.001,0.04
0.812,-0.148,0.04
0.819,-0.297,0.04
0.819,-0.447,0.04
0.817,-0.597,0.04
0.815,-0.747,0.04
0.814,-0.897,0.04
0.814,-1.047,0.04
0.814,-1.196,0.04
0.814,-1.346,0.04
0.814,-1.496,0.04
