"U:0","U:1","U:2","alpha.water","ddt0(epsilon)","ddt0(k)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","epsilon","k","nut","p_rgh","total(p)","Points:0","Points:1","Points:2"
-0.012953,0.00039075,-2.6073e-05,0.047245,-4.6628e-07,-1.1945e-06,-0.0035968,0.0086548,-0.0011444,-2.6707e-06,8.949e-06,-1.2187e-06,0.00034388,0.00028646,3.3466e-05,22.815,13.945,0,0.8,0.024445
