-0.084848,0.39913,1.00E-07
-0.084848,0.39913,0.0068966
-0.090187,0.42424,0.0068966
-0.090187,0.42424,1.00E-07
-0.097059,0.45656,1.00E-07
-0.097059,0.45656,0.0068966
-0.10393,0.48889,1.00E-07
-0.10393,0.48889,0.0068966
-0.10909,0.51316,1.00E-07
-0.10909,0.51316,0.0068966
-0.1108,0.52121,0.0068966
-0.1108,0.52121,1.00E-07
-0.11767,0.55353,1.00E-07
-0.11767,0.55353,0.0068966
-0.12454,0.58586,1.00E-07
-0.12454,0.58586,0.0068966
-0.13142,0.61818,1.00E-07
-0.13142,0.61818,0.0068966
-0.13333,0.6272,1.00E-07
-0.13333,0.6272,0.0068966
-0.13829,0.6505,0.0068966
-0.13829,0.6505,1.00E-07
-0.14516,0.68283,1.00E-07
-0.14516,0.68283,0.0068966
-0.15203,0.71515,1.00E-07
-0.15203,0.71515,0.0068966
-0.15758,0.74124,1.00E-07
-0.15758,0.74124,0.0068966
-0.1589,0.74747,0.0068966
-0.1589,0.74747,1.00E-07
-0.16577,0.7798,1.00E-07
-0.16577,0.7798,0.0068966
-0.17264,0.81212,1.00E-07
-0.17264,0.81212,0.0068966
-0.17952,0.84444,1.00E-07
-0.17952,0.84444,0.0068966
-0.18182,0.85527,1.00E-07
-0.18182,0.85527,0.0068966
-0.18639,0.87677,0.0068966
-0.18639,0.87677,1.00E-07
-0.19326,0.90909,1.00E-07
-0.19326,0.90909,0.0068966
-0.20013,0.94141,1.00E-07
-0.20013,0.94141,0.0068966
-0.20606,0.96931,1.00E-07
-0.20606,0.96931,0.0068966
-0.207,0.97374,0.0068966
-0.207,0.97374,1.00E-07
-0.21387,1.0061,1.00E-07
-0.21387,1.0061,0.0068966
-0.22074,1.0384,1.00E-07
-0.22074,1.0384,0.0068966
-0.22762,1.0707,1.00E-07
-0.22762,1.0707,0.0068966
-0.2303,1.0833,1.00E-07
-0.2303,1.0833,0.0068966
-0.23449,1.103,0.0068966
-0.23449,1.103,1.00E-07
-0.24136,1.1354,1.00E-07
-0.24136,1.1354,0.0068966
-0.24823,1.1677,1.00E-07
-0.24823,1.1677,0.0068966
-0.084848,0.39913,0.013793
-0.090187,0.42424,0.013793
-0.097059,0.45656,0.013793
-0.10393,0.48889,0.013793
-0.10909,0.51316,0.013793
-0.1108,0.52121,0.013793
-0.11767,0.55353,0.013793
-0.12454,0.58586,0.013793
-0.13142,0.61818,0.013793
-0.13333,0.6272,0.013793
-0.13829,0.6505,0.013793
-0.14516,0.68283,0.013793
-0.15203,0.71515,0.013793
-0.15758,0.74124,0.013793
-0.1589,0.74747,0.013793
-0.16577,0.7798,0.013793
-0.17264,0.81212,0.013793
-0.17952,0.84444,0.013793
-0.18182,0.85527,0.013793
-0.18639,0.87677,0.013793
-0.19326,0.90909,0.013793
-0.20013,0.94141,0.013793
-0.20606,0.96931,0.013793
-0.207,0.97374,0.013793
-0.21387,1.0061,0.013793
-0.22074,1.0384,0.013793
-0.22762,1.0707,0.013793
-0.2303,1.0833,0.013793
-0.23449,1.103,0.013793
-0.24136,1.1354,0.013793
-0.24823,1.1677,0.013793
-0.084848,0.39913,0.02069
-0.090187,0.42424,0.02069
-0.097059,0.45656,0.02069
-0.10393,0.48889,0.02069
-0.10909,0.51316,0.02069
-0.1108,0.52121,0.02069
-0.11767,0.55353,0.02069
-0.12454,0.58586,0.02069
-0.13142,0.61818,0.02069
-0.13333,0.6272,0.02069
-0.13829,0.6505,0.02069
-0.14516,0.68283,0.02069
-0.15203,0.71515,0.02069
-0.15758,0.74124,0.02069
-0.1589,0.74747,0.02069
-0.16577,0.7798,0.02069
-0.17264,0.81212,0.02069
