-1.1758,-0.5,1.00E-07
-1.1758,-0.5,0.0068966
-1.2,-0.5,1.00E-07
-1.2,-0.5,0.0068966
-1.1515,-0.5,1.00E-07
-1.1515,-0.5,0.0068966
-1.1273,-0.5,1.00E-07
-1.1273,-0.5,0.0068966
-1.103,-0.5,1.00E-07
-1.103,-0.5,0.0068966
-1.0788,-0.5,1.00E-07
-1.0788,-0.5,0.0068966
-1.0545,-0.5,1.00E-07
-1.0545,-0.5,0.0068966
-1.0303,-0.5,1.00E-07
-1.0303,-0.5,0.0068966
-1.0061,-0.5,1.00E-07
-1.0061,-0.5,0.0068966
-0.98182,-0.5,1.00E-07
-0.98182,-0.5,0.0068966
-0.95757,-0.5,1.00E-07
-0.95757,-0.5,0.0068966
-0.93333,-0.5,1.00E-07
-0.93333,-0.5,0.0068966
-0.90909,-0.5,1.00E-07
-0.90909,-0.5,0.0068966
-0.88485,-0.5,1.00E-07
-0.88485,-0.5,0.0068966
-0.86061,-0.5,1.00E-07
-0.86061,-0.5,0.0068966
-0.83636,-0.5,1.00E-07
-0.83636,-0.5,0.0068966
-0.81212,-0.5,1.00E-07
-0.81212,-0.5,0.0068966
-0.78788,-0.5,1.00E-07
-0.78788,-0.5,0.0068966
-0.76364,-0.5,1.00E-07
-0.76364,-0.5,0.0068966
-0.73939,-0.5,1.00E-07
-0.73939,-0.5,0.0068966
-0.71515,-0.5,1.00E-07
-0.71515,-0.5,0.0068966
-0.69091,-0.5,1.00E-07
-0.69091,-0.5,0.0068966
-0.66667,-0.5,1.00E-07
-0.66667,-0.5,0.0068966
-0.64242,-0.5,1.00E-07
-0.64242,-0.5,0.0068966
-0.61818,-0.5,1.00E-07
-0.61818,-0.5,0.0068966
-0.59394,-0.5,1.00E-07
-0.59394,-0.5,0.0068966
-0.5697,-0.5,1.00E-07
-0.5697,-0.5,0.0068966
-0.54545,-0.5,1.00E-07
-0.54545,-0.5,0.0068966
-0.52121,-0.5,1.00E-07
-0.52121,-0.5,0.0068966
-0.49697,-0.5,1.00E-07
-0.49697,-0.5,0.0068966
-0.47273,-0.5,1.00E-07
-0.47273,-0.5,0.0068966
-0.44848,-0.5,1.00E-07
